raw id,id,parent id,parent required value,type,style,layout- DH use,prompt,options,points,score,kpi,validation,default formula,default value,post prompt,Developer to notes,PGH notes,In PR?,In LTC?
2_11_11,pghq_PFC_energy_2_11_11,,,text,default,,,,,,,,,,,,,,Yes
2_11_12,pghq_PFC_energy_2_11_12,,,text,default,,,,,,,,,,,,,,Yes
2_11_13,pghq_PFC_energy_2_11_13,,,text,default,,,,,,,,,,,,,,Yes
2_11_14,pghq_PFC_energy_2_11_14,,,text,default,,,,,,,,,,,,,,Yes
2_11_17,pghq_PFC_energy_2_11_17,,,text,default,,,,,,,,,,,,,,Yes
2_11_18,pghq_PFC_energy_2_11_18,,,text,default,,,,,,,,,,,,,,Yes
2_11_19,pghq_PFC_energy_2_11_19,,,text,default,,,,,,,,,,,,,,Yes
2_11_20,pghq_PFC_energy_2_11_20,,,text,default,,,,,,,,,,,,,,Yes
2_11_21,pghq_PFC_energy_2_11_21,,,text,default,,,,,,,,,,,,,,Yes
2_11_22,pghq_PFC_energy_2_11_22,,,text,default,,,,,,,,,,,,,,Yes
2_12,pghq_PFC_energy_2_12,,,text,default,,"Based on this data, the below % of your facility’s energy portfolio is from renewable sources.",,,,,,,,,calculation by DH,,,Yes
PFC,Energy,Energy Performance Metrics : Energy Use Intensity (EUI),,,,,,,,,,,,,,,,,Yes
3_1,pghq_PFC_energy_3_1,,,html,non-numbered,,"<b>Table D</b> auto-calculates and summarizes your <b>energy performance metrics</b> based on values entered in <b>Table A</b> above.  If your EUI (kBtu / square foot) is <b>less than 50 or greater than 500</b>, please review your energy data and gross square footage. 2013 award winners averaged <u>225 kbtu/ square foot.</u>",,,,,,,,,,,,Yes
3_1_1,pghq_PFC_energy_3_1_1,,,container,table,"Current Year kBtus,Baseline Year kBtus,Previous Year kBtus,% Change from Previous Year,% Change from Baseline Year;pghq_PFC_energy_3_1_1_1,pghq_PFC_energy_3_1_1_2,pghq_PFC_energy_3_1_1_3,pghq_PFC_energy_3_1_1_4,pghq_PFC_energy_3_1_1_5;pghq_PFC_energy_3_1_1_6,pghq_PFC_energy_3_1_1_7,pghq_PFC_energy_3_1_1_8,pghq_PFC_energy_3_1_1_9,pghq_PFC_energy_3_1_1_10",<b>Table D. Energy Use Intensity (EUI)</b>,,,,,,,,,,,,Yes
3_1_1_1,pghq_PFC_energy_3_1_1_1,,,text,default,,,,,,,,pghq_PFC_energy_2_11_21,,,,,,Yes
3_1_1_2,pghq_PFC_energy_3_1_1_2,,,text,default,,,,,,,,,,,,,,Yes
3_1_1_3,pghq_PFC_energy_3_1_1_3,,,text,default,,,,,,,,,,,,,,Yes
3_1_1_4,pghq_PFC_energy_3_1_1_4,,,text,default,,,,,,,,,,,,,,Yes
3_1_1_5,pghq_PFC_energy_3_1_1_5,,,text,default,,,,,,,,,,,,,,Yes
3_1_1_6,pghq_PFC_energy_3_1_1_6,,,text,default,,,,,,,,,,,,,,Yes
3_1_1_7,pghq_PFC_energy_3_1_1_7,,,text,default,,,,,,,,,,,,,,Yes
3_1_1_8,pghq_PFC_energy_3_1_1_8,,,text,default,,,,,,,,,,,,,,Yes
3_1_1_9,pghq_PFC_energy_3_1_1_9,,,text,default,,,,,,,,,,,,,,Yes
3_1_1_10,pghq_PFC_energy_3_1_1_10,,,text,default,,,,,,,,,,,,,,Yes
3_2_0,pghq_PFC_energy_3_2_0,,,selection,radios,,Does the facility have an energy manager?,Yes|No,2|2,2|0,,,,,,,,,Yes
3_2,pghq_PFC_energy_3_2,,,selection,radios,,Does the facility use <b>Energy Star Portfolio Manager</b>?,Yes|No,1|1,1|0,1|0,,,,,,,,Yes
3_2_1,pghq_PFC_energy_3_2_1,pghq_PFC_energy_3_2,Yes,selection,radios,,Has your facility benchmarked your hospital using <b>EnergyStar’s Portfolio Manager</b>?,Yes|No,2|2,2|0,,,,,,,,,Yes
3_2_2,pghq_PFC_energy_3_2_2,pghq_PFC_energy_3_2_1,Yes,text,default,,Please indicate most recent Energy Star score:,,2|2,2|0,,integer,,,,,,,Yes
3_2_3,pghq_PFC_energy_3_2_3,pghq_PFC_energy_3_2_1,Yes,text,default,,Please indicate the facility’s EUI for 2013 according to Portfolio Manager:,,1|1,1|0,,integer,,,,,,,Yes
3_2_4,pghq_PFC_energy_3_2_4,pghq_PFC_energy_3_2,No,selection,radios,,Is there other software used to benchmark the facility's energy performance? ,Yes|No,1|1,1|0,,,,,,,,,Yes
3_2_4_1,pghq_PFC_energy_3_2_4_1,pghq_PFC_energy_3_2_4,Yes,text,default,,Please describe:,,1,1,,,,,,,,,Yes
3_3,pghq_PFC_energy_3_3,,,selection,radios,,Does the facility have a <b>written plan to reduce energy use</b> over time with timelines and goals?,Yes|No,2|2,2|0,1|0,,,,,,,,Yes
3_3_1,pghq_PFC_energy_3_3_1,pghq_PFC_energy_3_3,Yes,text,textarea,,Please  describe:,,1,1,,,,,,,,,Yes
3_3_2,pghq_PFC_energy_3_3_2,pghq_PFC_energy_3_3,Yes,file,default,,Please attach:,,1,1,,,,,,,,,Yes
3_3_3,pghq_PFC_energy_3_3_3,pghq_PFC_energy_3_3,Yes,text,default,,Please indicate who is accountable for the plan:,,,,,,,,,,,,Yes
3_3_3_1,pghq_PFC_energy_3_3_3_1,pghq_PFC_energy_3_3,Yes,text,default,,Name:,,1,1,,,,,,,,,Yes
3_3_3_2,pghq_PFC_energy_3_3_3_2,pghq_PFC_energy_3_3,Yes,text,default,,Title:,,,,,,,,,,,,Yes
3_3_3_3,pghq_PFC_energy_3_3_3_3,pghq_PFC_energy_3_3,Yes,text,default,,Email:,,1,1,,,,,,,,,Yes
3_3_3_4,pghq_PFC_energy_3_3_3_4,pghq_PFC_energy_3_3,Yes,text,default,,Phone:,,,,,,,,,,,,Yes
3_4,pghq_PFC_energy_3_4,,,selection,radios,,Does the facility have a <b>Strategic Energy Master Plan (SEMP)</b>,Yes|No,3|3,3|0,1|0,,,,,,,,Yes
3_4_1,pghq_PFC_energy_3_4_1,pghq_PFC_energy_3_4,Yes,text,default,,What is the name of the firm hired to develop the plan?,,1,1,,,,,,,,,Yes
3_4_2,pghq_PFC_energy_3_4_2,pghq_PFC_energy_3_4,Yes,text,default,,What date was the plan launched?,,1,1,,,,,,,,,Yes
3_5,pghq_PFC_energy_3_5,,,selection,radios,,Did the facility conduct a <b>baseline energy audit</b> for the institution in the past five years?,Yes|No,2|2,2|0,1|0,,,,,,,,Yes
3_5_1,pghq_PFC_energy_3_5_1,pghq_PFC_energy_3_5,Yes,selection,radios,,ASHRAE Level I performed?,Yes|No,1|1,1|0,,,,,,,,,Yes
3_5_1_1,pghq_PFC_energy_3_5_1_1,pghq_PFC_energy_3_5_1,Yes,text,default,,Name of Firm:,,,,,,,,,,,,Yes
3_5_1_2,pghq_PFC_energy_3_5_1_2,pghq_PFC_energy_3_5_1,Yes,text,default,,Date audit was completed:,,,,,,,,,,,,Yes
3_5_2,pghq_PFC_energy_3_5_2,pghq_PFC_energy_3_5,Yes,selection,radios,,ASHRAE Level II,Yes|No,2|2,2|0,,,,,,,,,Yes
3_5_2_1,pghq_PFC_energy_3_5_2_1,pghq_PFC_energy_3_5_2,Yes,text,default,,Name of Firm:,,,,,,,,,,,,Yes
3_5_2_2,pghq_PFC_energy_3_5_2_2,pghq_PFC_energy_3_5_2,Yes,text,default,,Date audit was completed:,,,,,,,,,,,,Yes
3_5_3,pghq_PFC_energy_3_5_3,pghq_PFC_energy_3_5,Yes,selection,radios,,ASHRAE Level III,Yes|No,3|3,3|0,,,,,,,,,Yes
3_5_3_1,pghq_PFC_energy_3_5_3_1,pghq_PFC_energy_3_5_3,Yes,text,default,,Name of Firm:,,,,,,,,,,,,Yes
3_5_3_2,pghq_PFC_energy_3_5_3_2,pghq_PFC_energy_3_5_3,Yes,text,default,,Date audit was completed:,,,,,,,,,,,,Yes
3_6,pghq_PFC_energy_3_6,,,selection,radios,,Has the facility engaged a <b>retrocommissioning firm</b> to <b>optimize building performance</b>?,Yes|No,3|3,3|0,1|0,,,,,,,,Yes
3_6_1,pghq_PFC_energy_3_6_1,pghq_PFC_energy_3_6,Yes,text,default,,Name of firm engaged?,,1,1,,,,,,,,,Yes
3_6_2,pghq_PFC_energy_3_6_2,pghq_PFC_energy_3_6,Yes,text,default,,Date of contract?,,1,1,,,,,,,,,Yes
3_7,pghq_PFC_energy_3_7,,,selection,radios,,Does the facility <b>utilize submeters</b> to better monitor energy efficiency opportunities?,Yes|No,1|1,1|0,1|0,,,,,,,,Yes
3_7_1,pghq_PFC_energy_3_7_1,pghq_PFC_energy_3_7,Yes,html,non-numbered,,"Please indicate which <b>areas</b> have been submetered (e.g. by department, certain pieces of equipment etc.).",,,,,,,,,,,,Yes
3_7_1_1,pghq_PFC_energy_3_7_1_1,pghq_PFC_energy_3_7,Yes,text,default,,Department 1:,,1,1,,,,,,,,,Yes
3_7_1_2,pghq_PFC_energy_3_7_1_2,pghq_PFC_energy_3_7,Yes,text,default,,Department 2:,,1,1,,,,,,,,,Yes
3_7_1_3,pghq_PFC_energy_3_7_1_3,pghq_PFC_energy_3_7,Yes,text,default,,Department 3:,,1,1,,,,,,,,,Yes
3_7_1_4,pghq_PFC_energy_3_7_1_4,pghq_PFC_energy_3_7,Yes,selection,radios,,Is the hospital submetering specific <b>technologies</b> (such as MRI)?,Yes|No,1|1,1|0,,,,,,,,,Yes
3_7_1_5,pghq_PFC_energy_3_7_1_5,pghq_PFC_energy_3_7_1_4,Yes,html,default,,List the technologies that are being submetered (i.e. MRI),,,,,,,,,,,,Yes
3_7_1_6,pghq_PFC_energy_3_7_1_6,pghq_PFC_energy_3_7_1_4,Yes,text,default,,Technology 1:,,1,1,,,,,,,,,Yes
3_7_1_7,pghq_PFC_energy_3_7_1_7,pghq_PFC_energy_3_7_1_4,Yes,text,default,,Technology 2:,,1,1,,,,,,,,,Yes
3_7_1_8,pghq_PFC_energy_3_7_1_8,pghq_PFC_energy_3_7_1_4,Yes,text,default,,Technology 3:,,1,1,,,,,,,,,Yes
3_7_1_9,pghq_PFC_energy_3_7_1_9,pghq_PFC_energy_3_7,Yes,html,default,,What has your facility found to be the <b>biggest benefits<b> of submetering?,,,,,,,,,,,,Yes
3_7_2,pghq_PFC_energy_3_7_2,pghq_PFC_energy_3_7,Yes,text,textarea,,Benefit 1:,,,,,,,,,,,,Yes
3_7_2_1,pghq_PFC_energy_3_7_2_1,pghq_PFC_energy_3_7,Yes,text,textarea,,Benefit 2:,,,,,,,,,,,,Yes
3_7_2_2,pghq_PFC_energy_3_7_2_2,pghq_PFC_energy_3_7,Yes,text,textarea,,Benefit 3:,,,,,,,,,,,,Yes
3_8,pghq_PFC_energy_3_8,,,selection,radios,,Has the facility <b>collaborated</b> with the <b>Information Technology (IT) Department</b> to integrate energy efficiency measures?,Yes|No,1|1,1|0,1|0,,,,,,,,Yes
3_8_1,pghq_PFC_energy_3_8_1,pghq_PFC_energy_3_8,Yes,text,default,,Please describe this work:,,1,1,,,,,,,,,Yes
3_9,pghq_PFC_energy_3_9,,,selection,radios,,Does the facility have an <b>onsite data center</b> that requires a constant power load of <b>75 kW</b> or more?,Yes|No,,,,,,,,no score,,,Yes
PFC,Energy,EPEAT ,,,,,,,,,,,,,,,,,Yes
4_1,pghq_PFC_energy_4_1,,,selection,radios,,Does the facility <b>purchase energy-efficient equipment</b> that is <b>EnergyStar or EPEAT certified</b> (where applicable)?,Yes|No,2|2,2|0,2|0,,,,,,,,Yes
4_1_1,pghq_PFC_energy_4_1_1,pghq_PFC_energy_4_1,Yes,html,default,,"Provide the Top 3 <b>Energy Star or EPEAT certified product purchases</b> by dollars spent last year (note: larger projects are requested in the ""Energy Efficiency Projects"" section below).",,,,,,,,,,,,Yes
4_1_2,pghq_PFC_energy_4_1_2,pghq_PFC_energy_4_1,Yes,text,default,,Product 1:,,1,1,,,,,,,,,Yes
4_1_2_1,pghq_PFC_energy_4_1_2_1,pghq_PFC_energy_4_1,Yes,text,default,,Savings: $,,1,1,,nonnegative,,,,added 11.20.13,,,Yes
4_1_3,pghq_PFC_energy_4_1_3,pghq_PFC_energy_4_1,Yes,text,default,,Product 2:,,1,1,,,,,,,,,Yes
4_1_3_1,pghq_PFC_energy_4_1_3_1,pghq_PFC_energy_4_1,Yes,text,default,,Savings: $,,1,1,,nonnegative,,,,added 11.20.13,,,Yes
4_1_4,pghq_PFC_energy_4_1_4,pghq_PFC_energy_4_1,Yes,text,default,,Product 3:,,1,1,,,,,,,,,Yes
4_1_4_1,pghq_PFC_energy_4_1_4_1,pghq_PFC_energy_4_1,Yes,text,default,,Savings: $,,1,1,,nonnegative,,,,added 11.20.13,,,Yes
4_2,pghq_PFC_energy_4_2,,,selection,radios,,"When <b>EnergyStar</b> standards are not available for a given technology, does the hospital consider <b>energy performance</b> as a part of cost of operation for the product? ",Yes|No,2|2,2|0,,,,,,,,,Yes
4_2_1,pghq_PFC_energy_4_2_1,pghq_PFC_energy_4_2,Yes,text,textarea,,Please provide example and description:,,2,2,,,,,,,,,Yes
4_2_2,pghq_PFC_energy_4_2_2,pghq_PFC_energy_4_2,Yes,text,textarea,,Please provide example and description:,,2,2,,,,,,,,,Yes
PFC,Energy,Energy Efficiency Project Data ,,,,,,,,,,,,,,,,,Yes
4_3,pghq_PFC_energy_4_3,,,html,default,,"Please list the <b>energy projects</b> that equate to at least <b>75% of the energy saved</b> in the past two years into Table E. If you are entering projects from 2012, please ensure you entered Previous Year energy data above in Table A to get full credit for these projects. ",,,,,,,,,,,,Yes
4_4,pghq_PFC_energy_4_4,,,container,table,"Project Description,Project Category,Energy Saved/Year,Units,kBtus Saved,Annual Savings in USD $ (real or calculated);pghq_PFC_energy_4_4_1,pghq_PFC_energy_4_4_2,pghq_PFC_energy_4_4_3,pghq_PFC_energy_4_4_4,pghq_PFC_energy_4_4_5,pghq_PFC_energy_4_4_6;pghq_PFC_energy_4_4_7,pghq_PFC_energy_4_4_8,pghq_PFC_energy_4_4_9,pghq_PFC_energy_4_4_10,pghq_PFC_energy_4_4_11,pghq_PFC_energy_4_4_12;pghq_PFC_energy_4_4_13,pghq_PFC_energy_4_4_14,pghq_PFC_energy_4_4_15,pghq_PFC_energy_4_4_16,pghq_PFC_energy_4_4_17,pghq_PFC_energy_4_4_18;pghq_PFC_energy_4_4_19,pghq_PFC_energy_4_4_20,pghq_PFC_energy_4_4_21,pghq_PFC_energy_4_4_22,pghq_PFC_energy_4_4_23,pghq_PFC_energy_4_4_24;pghq_PFC_energy_4_4_25,pghq_PFC_energy_4_4_26,pghq_PFC_energy_4_4_27,pghq_PFC_energy_4_4_28,pghq_PFC_energy_4_4_29,pghq_PFC_energy_4_4_30;Totals,,pghq_PFC_energy_4_4_31,,pghq_PFC_energy_4_4_32,pghq_PFC_energy_4_4_33", <b> Table E. Energy Efficiency Project Data</b> ,,,,,,,,,,,,Yes
4_4_1,pghq_PFC_energy_4_4_1,,,text,default,,,,1,1,,,,,,,,,Yes
4_4_2,pghq_PFC_energy_4_4_2,,,selection,dropdown,,,"Primary Cooling: Centrifugal Chiller|Primary Cooling: Reciprocating Chiller|Primary Cooling: Screw Chiller|Primary Cooling: Absorption Chiller|Primary Cooling: Package DX|Primary Cooling: Split DX|Primary Cooling: Air-Cooled Heat Rejection|Primary Cooling: Water-Cooled Heat Rejection|Primary Heating: Hot Water Boiler|Primary Heating: Steam Boiler|Primary Heating: Furnace|Primary Heating: Ground-Source Heat Pump|Primary Heating: Air-Source Heat Pump|Primary Heating: Recirculating Water|Source Heat Pump|AHU/Terminal Systems: Single Zone|AHU/Terminal Systems: Multi Zone|AHU/Terminal Systems: Dual Duct|AHU/Terminal Systems: Variable Air Volume|AHU/Terminal Systems: Reheat|AHU/Terminal Systems: Fan Coil Units|AHU/Terminal Systems: Unit Ventilators|AHU/Terminal Systems: Packaged Terminal|Air Conditioners: Steam/Hot Water|Air Conditioners: Radiators/Convectors|Air Conditioners: Above System(s)|Air Conditioners: w/Economizer|Other: Cogeneration|Other: Energy Monitoring and|Control System: On-site Generation|Control System: Active Solar Equipment|Control System: Energy Recovery|Control System: Thermal Storage|Control System: Humidifiers / Dehumidifiers|Control System: Dessicant System|Control System: Evaporative Cooling|Exhaust Systems: Fume Hoods, constant volume|Exhaust Systems: Fume Hoods, VAV|Exhaust Systems: Kitchen Hoods|Exhaust Systems: Roiler|Exhaust Systems: Locker|Exhaust Systems: General",1,1,,,,,,,,,Yes
4_4_3,pghq_PFC_energy_4_4_3,,,text,default,,,,2,2,,nonnegative,,,,,,,Yes
4_4_4,pghq_PFC_energy_4_4_4,,,selection,dropdown,,,Electricity: kWh|Electricity: MWh|Natural Gas: CCF|Natural Gas: MCF|Natural Gas: Therm|Natural Gas: Cubic Meter|Natural Gas: Gigajoule|Purchased Steam: 1000 Btu|Purchased Steam: 1000 lb|Purchased Steam: Therm|Purchased Hot Water: 1000 Btu|Purchased Chilled Water: 1000 Btu|Purchased Chilled Water: Ton-Hour|Oil #2 Fuel Oil: U.S. Gallon|Oil #2 Fuel Oil: Imp. Gallon|Oil #2 Fuel Oil: Liter|Oil #6 Diesel: U.S. Gallon|Oil #6 Diesel: Imp. Gallon|Oil #6 Diesel: Liter,,,,,,,,,,,Yes
4_4_5,pghq_PFC_energy_4_4_5,,,text,default,,,,,,,,,,,,,,Yes
4_4_6,pghq_PFC_energy_4_4_6,,,text,default,,,,2,2,,,,,,,,,Yes
4_4_7,pghq_PFC_energy_4_4_7,,,text,default,,,,1,1,,,,,,,,,Yes
4_4_8,pghq_PFC_energy_4_4_8,,,selection,dropdown,,,"Primary Cooling: Centrifugal Chiller|Primary Cooling: Reciprocating Chiller|Primary Cooling: Screw Chiller|Primary Cooling: Absorption Chiller|Primary Cooling: Package DX|Primary Cooling: Split DX|Primary Cooling: Air-Cooled Heat Rejection|Primary Cooling: Water-Cooled Heat Rejection|Primary Heating: Hot Water Boiler|Primary Heating: Steam Boiler|Primary Heating: Furnace|Primary Heating: Ground-Source Heat Pump|Primary Heating: Air-Source Heat Pump|Primary Heating: Recirculating Water|Source Heat Pump|AHU/Terminal Systems: Single Zone|AHU/Terminal Systems: Multi Zone|AHU/Terminal Systems: Dual Duct|AHU/Terminal Systems: Variable Air Volume|AHU/Terminal Systems: Reheat|AHU/Terminal Systems: Fan Coil Units|AHU/Terminal Systems: Unit Ventilators|AHU/Terminal Systems: Packaged Terminal|Air Conditioners: Steam/Hot Water|Air Conditioners: Radiators/Convectors|Air Conditioners: Above System(s)|Air Conditioners: w/Economizer|Other: Cogeneration|Other: Energy Monitoring and|Control System: On-site Generation|Control System: Active Solar Equipment|Control System: Energy Recovery|Control System: Thermal Storage|Control System: Humidifiers / Dehumidifiers|Control System: Dessicant System|Control System: Evaporative Cooling|Exhaust Systems: Fume Hoods, constant volume|Exhaust Systems: Fume Hoods, VAV|Exhaust Systems: Kitchen Hoods|Exhaust Systems: Roiler|Exhaust Systems: Locker|Exhaust Systems: General",1,1,,,,,,,,,Yes
4_4_9,pghq_PFC_energy_4_4_9,,,text,default,,,,2,2,,nonnegative,,,,,,,Yes
4_4_10,pghq_PFC_energy_4_4_10,,,selection,dropdown,,,Electricity: kWh|Electricity: MWh|Natural Gas: CCF|Natural Gas: MCF|Natural Gas: Therm|Natural Gas: Cubic Meter|Natural Gas: Gigajoule|Purchased Steam: 1000 Btu|Purchased Steam: 1000 lb|Purchased Steam: Therm|Purchased Hot Water: 1000 Btu|Purchased Chilled Water: 1000 Btu|Purchased Chilled Water: Ton-Hour|Oil #2 Fuel Oil: U.S. Gallon|Oil #2 Fuel Oil: Imp. Gallon|Oil #2 Fuel Oil: Liter|Oil #6 Diesel: U.S. Gallon|Oil #6 Diesel: Imp. Gallon|Oil #6 Diesel: Liter,,,,,,,,,,,Yes
4_4_11,pghq_PFC_energy_4_4_11,,,text,default,,,,,,,,,,,,,,Yes
4_4_12,pghq_PFC_energy_4_4_12,,,text,default,,,,2,2,,,,,,,,,Yes
4_4_13,pghq_PFC_energy_4_4_13,,,text,default,,,,1,1,,,,,,,,,Yes
4_4_14,pghq_PFC_energy_4_4_14,,,selection,dropdown,,,"Primary Cooling: Centrifugal Chiller|Primary Cooling: Reciprocating Chiller|Primary Cooling: Screw Chiller|Primary Cooling: Absorption Chiller|Primary Cooling: Package DX|Primary Cooling: Split DX|Primary Cooling: Air-Cooled Heat Rejection|Primary Cooling: Water-Cooled Heat Rejection|Primary Heating: Hot Water Boiler|Primary Heating: Steam Boiler|Primary Heating: Furnace|Primary Heating: Ground-Source Heat Pump|Primary Heating: Air-Source Heat Pump|Primary Heating: Recirculating Water|Source Heat Pump|AHU/Terminal Systems: Single Zone|AHU/Terminal Systems: Multi Zone|AHU/Terminal Systems: Dual Duct|AHU/Terminal Systems: Variable Air Volume|AHU/Terminal Systems: Reheat|AHU/Terminal Systems: Fan Coil Units|AHU/Terminal Systems: Unit Ventilators|AHU/Terminal Systems: Packaged Terminal|Air Conditioners: Steam/Hot Water|Air Conditioners: Radiators/Convectors|Air Conditioners: Above System(s)|Air Conditioners: w/Economizer|Other: Cogeneration|Other: Energy Monitoring and|Control System: On-site Generation|Control System: Active Solar Equipment|Control System: Energy Recovery|Control System: Thermal Storage|Control System: Humidifiers / Dehumidifiers|Control System: Dessicant System|Control System: Evaporative Cooling|Exhaust Systems: Fume Hoods, constant volume|Exhaust Systems: Fume Hoods, VAV|Exhaust Systems: Kitchen Hoods|Exhaust Systems: Roiler|Exhaust Systems: Locker|Exhaust Systems: General",1,1,,,,,,,,,Yes
4_4_15,pghq_PFC_energy_4_4_15,,,text,default,,,,2,2,,nonnegative,,,,,,,Yes
4_4_16,pghq_PFC_energy_4_4_16,,,selection,dropdown,,,Electricity: kWh|Electricity: MWh|Natural Gas: CCF|Natural Gas: MCF|Natural Gas: Therm|Natural Gas: Cubic Meter|Natural Gas: Gigajoule|Purchased Steam: 1000 Btu|Purchased Steam: 1000 lb|Purchased Steam: Therm|Purchased Hot Water: 1000 Btu|Purchased Chilled Water: 1000 Btu|Purchased Chilled Water: Ton-Hour|Oil #2 Fuel Oil: U.S. Gallon|Oil #2 Fuel Oil: Imp. Gallon|Oil #2 Fuel Oil: Liter|Oil #6 Diesel: U.S. Gallon|Oil #6 Diesel: Imp. Gallon|Oil #6 Diesel: Liter,,,,,,,,,,,Yes
4_4_17,pghq_PFC_energy_4_4_17,,,text,default,,,,,,,,,,,,,,Yes
4_4_18,pghq_PFC_energy_4_4_18,,,text,default,,,,2,2,,,,,,,,,Yes
4_4_19,pghq_PFC_energy_4_4_19,,,text,default,,,,1,1,,,,,,,,,Yes
4_4_20,pghq_PFC_energy_4_4_20,,,selection,dropdown,,,"Primary Cooling: Centrifugal Chiller|Primary Cooling: Reciprocating Chiller|Primary Cooling: Screw Chiller|Primary Cooling: Absorption Chiller|Primary Cooling: Package DX|Primary Cooling: Split DX|Primary Cooling: Air-Cooled Heat Rejection|Primary Cooling: Water-Cooled Heat Rejection|Primary Heating: Hot Water Boiler|Primary Heating: Steam Boiler|Primary Heating: Furnace|Primary Heating: Ground-Source Heat Pump|Primary Heating: Air-Source Heat Pump|Primary Heating: Recirculating Water|Source Heat Pump|AHU/Terminal Systems: Single Zone|AHU/Terminal Systems: Multi Zone|AHU/Terminal Systems: Dual Duct|AHU/Terminal Systems: Variable Air Volume|AHU/Terminal Systems: Reheat|AHU/Terminal Systems: Fan Coil Units|AHU/Terminal Systems: Unit Ventilators|AHU/Terminal Systems: Packaged Terminal|Air Conditioners: Steam/Hot Water|Air Conditioners: Radiators/Convectors|Air Conditioners: Above System(s)|Air Conditioners: w/Economizer|Other: Cogeneration|Other: Energy Monitoring and|Control System: On-site Generation|Control System: Active Solar Equipment|Control System: Energy Recovery|Control System: Thermal Storage|Control System: Humidifiers / Dehumidifiers|Control System: Dessicant System|Control System: Evaporative Cooling|Exhaust Systems: Fume Hoods, constant volume|Exhaust Systems: Fume Hoods, VAV|Exhaust Systems: Kitchen Hoods|Exhaust Systems: Roiler|Exhaust Systems: Locker|Exhaust Systems: General",1,1,,,,,,,,,Yes
4_4_21,pghq_PFC_energy_4_4_21,,,text,default,,,,2,2,,nonnegative,,,,,,,Yes
4_4_22,pghq_PFC_energy_4_4_22,,,selection,dropdown,,,Electricity: kWh|Electricity: MWh|Natural Gas: CCF|Natural Gas: MCF|Natural Gas: Therm|Natural Gas: Cubic Meter|Natural Gas: Gigajoule|Purchased Steam: 1000 Btu|Purchased Steam: 1000 lb|Purchased Steam: Therm|Purchased Hot Water: 1000 Btu|Purchased Chilled Water: 1000 Btu|Purchased Chilled Water: Ton-Hour|Oil #2 Fuel Oil: U.S. Gallon|Oil #2 Fuel Oil: Imp. Gallon|Oil #2 Fuel Oil: Liter|Oil #6 Diesel: U.S. Gallon|Oil #6 Diesel: Imp. Gallon|Oil #6 Diesel: Liter,,,,,,,,,,,Yes
4_4_23,pghq_PFC_energy_4_4_23,,,text,default,,,,,,,,,,,,,,Yes
4_4_24,pghq_PFC_energy_4_4_24,,,text,default,,,,2,2,,,,,,,,,Yes
4_4_25,pghq_PFC_energy_4_4_25,,,text,default,,,,1,1,,,,,,,,,Yes
4_4_26,pghq_PFC_energy_4_4_26,,,selection,dropdown,,,"Primary Cooling: Centrifugal Chiller|Primary Cooling: Reciprocating Chiller|Primary Cooling: Screw Chiller|Primary Cooling: Absorption Chiller|Primary Cooling: Package DX|Primary Cooling: Split DX|Primary Cooling: Air-Cooled Heat Rejection|Primary Cooling: Water-Cooled Heat Rejection|Primary Heating: Hot Water Boiler|Primary Heating: Steam Boiler|Primary Heating: Furnace|Primary Heating: Ground-Source Heat Pump|Primary Heating: Air-Source Heat Pump|Primary Heating: Recirculating Water|Source Heat Pump|AHU/Terminal Systems: Single Zone|AHU/Terminal Systems: Multi Zone|AHU/Terminal Systems: Dual Duct|AHU/Terminal Systems: Variable Air Volume|AHU/Terminal Systems: Reheat|AHU/Terminal Systems: Fan Coil Units|AHU/Terminal Systems: Unit Ventilators|AHU/Terminal Systems: Packaged Terminal|Air Conditioners: Steam/Hot Water|Air Conditioners: Radiators/Convectors|Air Conditioners: Above System(s)|Air Conditioners: w/Economizer|Other: Cogeneration|Other: Energy Monitoring and|Control System: On-site Generation|Control System: Active Solar Equipment|Control System: Energy Recovery|Control System: Thermal Storage|Control System: Humidifiers / Dehumidifiers|Control System: Dessicant System|Control System: Evaporative Cooling|Exhaust Systems: Fume Hoods, constant volume|Exhaust Systems: Fume Hoods, VAV|Exhaust Systems: Kitchen Hoods|Exhaust Systems: Roiler|Exhaust Systems: Locker|Exhaust Systems: General",1,1,,,,,,,,,Yes
4_4_27,pghq_PFC_energy_4_4_27,,,text,default,,,,2,2,,nonnegative,,,,,,,Yes
4_4_28,pghq_PFC_energy_4_4_28,,,selection,dropdown,,,Electricity: kWh|Electricity: MWh|Natural Gas: CCF|Natural Gas: MCF|Natural Gas: Therm|Natural Gas: Cubic Meter|Natural Gas: Gigajoule|Purchased Steam: 1000 Btu|Purchased Steam: 1000 lb|Purchased Steam: Therm|Purchased Hot Water: 1000 Btu|Purchased Chilled Water: 1000 Btu|Purchased Chilled Water: Ton-Hour|Oil #2 Fuel Oil: U.S. Gallon|Oil #2 Fuel Oil: Imp. Gallon|Oil #2 Fuel Oil: Liter|Oil #6 Diesel: U.S. Gallon|Oil #6 Diesel: Imp. Gallon|Oil #6 Diesel: Liter,,,,,,,,,,,Yes
4_4_29,pghq_PFC_energy_4_4_29,,,text,default,,,,,,,,,,,,,,Yes
4_4_30,pghq_PFC_energy_4_4_30,,,text,default,,,,2,2,,,,,,,,,Yes
4_4_32,pghq_PFC_energy_4_4_32,,,text,default,,,,,,,,,,,,,,Yes
